e,name,label,type,x,y,zmin,zmax,zoom,code,link,source,display,admin,country,muni,street,nr,area,pop,
1047,Granny's,GRANNY'S,restaurant,6.561670303,53.21678819,9,20,,,granny's,lp,icon,,nl,place-a,,,1,,
1048,Noordelijk Scheepvaartmuseum,NOORDELIJK SCHEEPVAARTMUSEUM,sight,6.559918821,53.21610721,9,20,,,noordelijk-scheepvaartmuseum,lp,icon,,nl,place-a,,,1,,
1049,Bonnefantenmuseum,BONNEFANTENMUSEUM,sight,5.701603889,50.84234311,9,20,,,bonnefantenmuseum,lp,icon,,nl,place-a,,,1,,
1050,Derlon Theater,DERLON THEATER,nightspot,5.699769258,50.84571683,9,20,,,derlon-theater,lp,icon,,nl,place-a,,,1,,
1051,Beluga,BELUGA,restaurant,5.699458122,50.84578458,9,20,,,beluga,lp,icon,,nl,place-a,,,1,,
1052,Zondag,ZONDAG,nightspot,5.698653459,50.84959157,9,20,,,zondag,lp,icon,,nl,place-a,,,1,,
1053,Take One,TAKE ONE,nightspot,5.698310137,50.84959157,9,20,,,take-one,lp,icon,,nl,place-a,,,1,,
1054,Restaurant O,RESTAURANT O,restaurant,5.698138475,50.84924611,9,20,,,restaurant-o,lp,icon,,nl,place-a,,,1,,
1055,Gadjah Mas,GADJAH MAS,restaurant,5.698097901,50.8490892,9,20,,,gadjah-mas,lp,icon,,nl,place-a,,,1,,
1056,John Mullins,JOHN MULLINS,nightspot,5.697666407,50.84947981,9,20,,,john-mullins,lp,icon,,nl,place-a,,,1,,
1057,Helpoort,HELPOORT,sight,5.694587231,50.84542554,9,20,,,helpoort,lp,icon,,nl,place-a,,,1,,
1058,Stiphout Cruises,STIPHOUT CRUISES,activity,5.694388747,50.85108516,9,20,,,stiphout-cruises,lp,icon,,nl,place-a,,,1,,
1059,Onze Lieve Vrouwebasiliek,ONZE LIEVE VROUWEBASILIEK,sight,5.693605542,50.84735957,9,20,,,onze-lieve-vrouwebasiliek,lp,icon,,nl,place-a,,,1,,
1060,Night Live,NIGHT LIVE,nightspot,5.693460703,50.85070923,9,20,,,night-live,lp,icon,,nl,place-a,,,1,,
1061,Bisschopsmolen,BISSCHOPSMOLEN,restaurant,5.692473663,50.84627319,9,20,,,bisschopsmolen,lp,icon,,nl,place-a,,,1,,
1062,Sjieke,SJIEKE,restaurant,5.692441092,50.84520703,9,20,,,sjieke,lp,icon,,nl,place-a,,,1,,
1063,Matuchi,MATUCHI,nightspot,5.691615343,50.8523247,9,20,,,matuchi,lp,icon,,nl,place-a,,,1,,
1064,Selexyz n' Dominicanen,SELEXYZ N' DOMINICANEN,poi,5.691518784,50.85037732,9,20,,,selexyz-n'-dominicanen,lp,icon,,nl,place-a,,,1,,
1065,Reitz,REITZ,restaurant,5.690618527,50.85074247,9,20,,,reitz,lp,icon,,nl,place-a,,,1,,
1066,Johannes Petrus Minckelers Statue,JOHANNES PETRUS MINCKELERS STATUE,sight,5.690333247,50.85198941,9,20,,,johannes-petrus-minckelers-statue,lp,icon,,nl,place-a,,,1,,
1067,Take Five,TAKE FIVE,nightspot,5.690177679,50.84825713,9,20,,,take-five,lp,icon,,nl,place-a,,,1,,
1068,Mestizo,MESTIZO,restaurant,5.68980217,50.84837906,9,20,,,mestizo,lp,icon,,nl,place-a,,,1,,
1069,In Den Ouden Vogelstruys,IN DEN OUDEN VOGELSTRUYS,nightspot,5.689254999,50.84879904,9,20,,,in-den-ouden-vogelstruys,lp,icon,,nl,place-a,,,1,,
1070,Spanish Government Museum,SPANISH GOVERNMENT MUSEUM,sight,5.68883121,50.84833841,9,20,,,spanish-government-museum,lp,icon,,nl,place-a,,,1,,
1071,Vrijthof,VRIJTHOF,sight,5.688450336,50.84924611,9,20,,,vrijthof,lp,icon,,nl,place-a,,,1,,
1072,Cinema Lumiere,CINEMA LUMIERE,nightspot,5.687838793,50.85180653,9,20,,,cinema-lumiere,lp,icon,,nl,place-a,,,1,,
1073,Sint Janskerk,SINT JANSKERK,sight,5.687634945,50.84838583,9,20,,,sint-janskerk,lp,icon,,nl,place-a,,,1,,
1074,Sint Servaasbasiliek,SINT SERVAASBASILIEK,sight,5.687141418,50.84869743,9,20,,,sint-servaasbasiliek,lp,icon,,nl,place-a,,,1,,
1075,Restaurant Jean La Brouche,RESTAURANT JEAN LA BROUCHE,restaurant,5.68713069,50.84628587,9,20,,,restaurant-jean-la-brouche,lp,icon,,nl,place-a,,,1,,
1076,Ginger,GINGER,restaurant,5.686722994,50.84616393,9,20,,,ginger,lp,icon,,nl,place-a,,,1,,
1077,Goesting,GOESTING,restaurant,5.13728857,52.09808288,9,20,,,goesting,lp,icon,,nl,place-a,,,1,,
1078,Nederlands Spoorwegmuseum,NEDERLANDS SPOORWEGMUSEUM,sight,5.131173134,52.0878659,9,20,,,nederlands-spoorwegmuseum,lp,icon,,nl,place-a,,,1,,
1079,Centraal Museum,CENTRAAL MUSEUM,sight,5.126441717,52.08388394,9,20,,,centraal-museum,lp,icon,,nl,place-a,,,1,,
1080,Universiteitsmuseum,UNIVERSITEITSMUSEUM,sight,5.126382708,52.08457949,9,20,,,universiteitsmuseum,lp,icon,,nl,place-a,,,1,,
1081,Dick Bruna Huis,DICK BRUNA HUIS,sight,5.126001835,52.08406854,9,20,,,dick-bruna-huis,lp,icon,,nl,place-a,,,1,,
1082,Museum Catharijneconvent,MUSEUM CATHARIJNECONVENT,sight,5.125186443,52.08764176,9,20,,,museum-catharijneconvent,lp,icon,,nl,place-a,,,1,,
1083,Pieterskerk,PIETERSKERK,sight,5.124650001,52.09103012,9,20,,,pieterskerk,lp,icon,,nl,place-a,,,1,,
1084,De Artisjok,DE ARTISJOK,restaurant,5.123708269,52.08849982,9,20,,,de-artisjok,lp,icon,,nl,place-a,,,1,,
1086,Polman's,POLMAN'S,poi,5.122997761,52.09178159,9,20,,,polman's,lp,icon,,nl,place-a,,,1,,
1087,Broers,BROERS,restaurant,5.122858286,52.09305378,9,20,,,broers,lp,icon,,nl,place-a,,,1,,
1088,Utrecht University Ceremonial Buildings,UTRECHT UNIVERSITY CEREMONIAL BUILDINGS,sight,5.122708082,52.09011383,9,20,,,utrecht-university-ceremonial-buildings,lp,icon,,nl,place-a,,,1,,
1089,t Oude Pothuys,T OUDE POTHUYS,poi,5.12254715,52.08449708,9,20,,,t-oude-pothuys,lp,icon,,nl,place-a,,,1,,
1090,ACU,ACU,nightspot,5.12211327,52.09501393,9,20,,,acu,lp,icon,,nl,place-a,,,1,,
1091,Opium,OPIUM,nightspot,5.121957064,52.09518281,9,20,,,opium,lp,icon,,nl,place-a,,,1,,
1093,Lokaal de Reunie,LOKAAL DE REUNIE,restaurant,5.121645927,52.08979082,9,20,,,lokaal-de-reunie,lp,icon,,nl,place-a,,,1,,
1094,Aboriginal Art Museum,ABORIGINAL ART MUSEUM,sight,5.121549368,52.0892239,9,20,,,aboriginal-art-museum,lp,icon,,nl,place-a,,,1,,
1095,Domtoren,DOMTOREN,sight,5.121184587,52.09059505,9,20,,,domtoren,lp,icon,,nl,place-a,,,1,,
1096,Tivoli,TIVOLI,sight,5.121179223,52.08730554,9,20,,,tivoli,lp,icon,,nl,place-a,,,1,,
1097,Museum voor het Kruideniersbedrijf,MUSEUM VOOR HET KRUIDENIERSBEDRIJF,shop,5.11995951,52.09308774,9,20,,,museum-voor-het-kruideniersbedrijf,lp,icon,,nl,place-a,,,1,,
1098,Nationaal Museum van Speelklok tot Pierement,NATIONAAL MUSEUM VAN SPEELKLOK TOT PIEREMENT,sight,5.119693279,52.09069393,9,20,,,nationaal-museum-van-speelklok-tot-pierement,lp,icon,,nl,place-a,,,1,,
1099,Springhaver Theater,SPRINGHAVER THEATER,nightspot,5.119349956,52.08805048,9,20,,,springhaver-theater,lp,icon,,nl,place-a,,,1,,
1100,Blauw,BLAUW,restaurant,5.119071007,52.0883801,9,20,,,blauw,lp,icon,,nl,place-a,,,1,,
1101,Nederlands Waterleidingmuseum,NEDERLANDS WATERLEIDINGMUSEUM,sight,5.118588209,52.09565079,9,20,,,nederlands-waterleidingmuseum,lp,icon,,nl,place-a,,,1,,
1102,Winkel van Sinkel,WINKEL VAN SINKEL,nightspot,5.11857748,52.09191342,9,20,,,winkel-van-sinkel,lp,icon,,nl,place-a,,,1,,
1104,Konnichi Wa,KONNICHI WA,restaurant,5.117912293,52.08981719,9,20,,,konnichi-wa,lp,icon,,nl,place-a,,,1,,
1105,Canal Tours,CANAL TOURS,activity,5.116753578,52.09318232,9,20,,,canal-tours-place-b,lp,icon,,nl,place-a,,,1,,
1106,Oudaen,OUDAEN,restaurant,5.11664629,52.09261214,9,20,,,oudaen,lp,icon,,nl,place-a,,,1,,
1107,Oudegracht,OUDEGRACHT,sight,5.116474628,52.09416775,9,20,,,oudegracht,lp,icon,,nl,place-a,,,1,,
1108,Vredenburg,VREDENBURG,nightspot,5.113266706,52.0922496,9,20,,,vredenburg,lp,icon,,nl,place-a,,,1,,
1109,Living Tomorrow Pavilion,LIVING TOMORROW PAVILION,sight,4.939523935,52.31057112,9,20,,,living-tomorrow-pavilion,lp,icon,,nl,place-a,,,1,,
1110,Persmuseum,PERSMUSEUM,sight,4.939448834,52.36914719,9,20,,,persmuseum,lp,icon,,nl,place-a,,,1,,
1111,Odessa,ODESSA,restaurant,4.937104583,52.37461998,9,20,,,odessa,lp,icon,,nl,place-a,,,1,,
1112,Lisboa,LISBOA,nightspot,4.935919046,52.37475425,9,20,,,lisboa,lp,icon,,nl,place-a,,,1,,
1113,Gare de l'Est,GARE DE L'EST,poi,4.935361147,52.36863623,9,20,,,gare-de-l'est,lp,icon,,nl,place-a,,,1,,
1114,KHL,KHL,nightspot,4.935039282,52.374132,9,20,,,khl,lp,icon,,nl,place-a,,,1,,
1115,Frankendael,FRANKENDAEL,sight,4.933665991,52.35125845,9,20,,,frankendael,lp,icon,,nl,place-a,,,1,,
1116,Voorbij Het Einde,VOORBIJ HET EINDE,restaurant,4.93109107,52.37865126,9,20,,,voorbij-het-einde,lp,icon,,nl,place-a,,,1,,
1117,Panama,PANAMA,nightspot,4.93016839,52.37495075,9,20,,,panama,lp,icon,,nl,place-a,,,1,,
1118,Tropentheater,TROPENTHEATER,nightspot,4.922550917,52.36274011,9,20,,,tropentheater,lp,icon,,nl,place-a,,,1,,
1119,EnergeticA,ENERGETICA,sight,4.921649694,52.36696247,9,20,,,energetica,lp,icon,,nl,place-a,,,1,,
1120,Tropenmuseum,TROPENMUSEUM,sight,4.920544624,52.36261563,9,20,,,tropenmuseum,lp,icon,,nl,place-a,,,1,,
1121,Werfmuseum 'T Kromhout,WERFMUSEUM 'T KROMHOUT,poi,4.920018911,52.36799424,9,20,,,werfmuseum-'t-kromhout,lp,icon,,nl,place-a,,,1,,
1122,Muiderpoort,MUIDERPOORT,sight,4.919611216,52.36371303,9,20,,,muiderpoort,lp,icon,,nl,place-a,,,1,,
1123,Fifteen,FIFTEEN,restaurant,4.919364452,52.37704338,9,20,,,fifteen,lp,icon,,nl,place-a,,,1,,
1124,Nederlands Scheepvaartmuseum,NEDERLANDS SCHEEPVAARTMUSEUM,sight,4.914987087,52.37147263,9,20,,,nederlands-scheepvaartmuseum,lp,icon,,nl,place-a,,,1,,
1125,Entrepotdok,ENTREPOTDOK,sight,4.914654493,52.36860347,9,20,,,entrepotdok,lp,icon,,nl,place-a,,,1,,
1126,Bloem,BLOEM,restaurant,4.914160967,52.36887205,9,20,,,bloem,lp,icon,,nl,place-a,,,1,,
1127,Muziekgebouw aan 't IJ,MUZIEKGEBOUW AAN 'T IJ,poi,4.913152456,52.37825175,9,20,,,muziekgebouw-aan-'t-ij,lp,icon,,nl,place-a,,,1,,
1128,Star Ferry,STAR FERRY,activity,4.913045168,52.37822228,9,20,,,star-ferry,lp,icon,,nl,place-a,,,1,,
1129,Artis,ARTIS,sight,4.913026392,52.36724743,9,20,,,artis,lp,icon,,nl,place-a,,,1,,
1130,Verzetsmuseum,VERZETSMUSEUM,sight,4.912691116,52.36794839,9,20,,,verzetsmuseum,lp,icon,,nl,place-a,,,1,,
1131,Arcam,ARCAM,sight,4.912626743,52.37144643,9,20,,,arcam,lp,icon,,nl,place-a,,,1,,
1132,Plancius,PLANCIUS,restaurant,4.912616014,52.36750292,9,20,,,plancius,lp,icon,,nl,place-a,,,1,,
1133,NEMO,NEMO,sight,4.912369251,52.3742892,9,20,,,nemo-place-a,lp,icon,,nl,place-a,,,1,,
1134,Koffiehuis van den Volksbond,KOFFIEHUIS VAN DEN VOLKSBOND,restaurant,4.911792576,52.37007083,9,20,,,koffiehuis-van-den-volksbond,lp,icon,,nl,place-a,,,1,,
1136,Abe Veneto,ABE VENETO,restaurant,4.911296368,52.36556379,9,20,,,abe-veneto,lp,icon,,nl,place-a,,,1,,
1137,Conservatorium Van Amsterdam,CONSERVATORIUM VAN AMSTERDAM,nightspot,4.907970428,52.37583497,9,20,,,conservatorium-van-amsterdam,lp,icon,,nl,place-a,,,1,,
1138,Hortus Botanicus,HORTUS BOTANICUS,sight,4.907670021,52.36654647,9,20,,,hortus-botanicus-place-a,lp,icon,,nl,place-a,,,1,,
1139,Sea Palace,SEA PALACE,restaurant,4.907345474,52.37532572,9,20,,,sea-palace,lp,icon,,nl,place-a,,,1,,
1140,Amstel Haven,AMSTEL HAVEN,nightspot,4.906082153,52.35898584,9,20,,,amstel-haven,lp,icon,,nl,place-a,,,1,,
1141,Betty's,BETTY'S,restaurant,4.905749559,52.34551896,9,20,,,betty's,lp,icon,,nl,place-a,,,1,,
1142,Montelbaanstoren,MONTELBAANSTOREN,sight,4.905733466,52.37203924,9,20,,,montelbaanstoren,lp,icon,,nl,place-a,,,1,,
1143,Amstel Bar & Brasserie,AMSTEL BAR & BRASSERIE,nightspot,4.9050951,52.35995556,9,20,,,amstel-bar-&-brasserie,lp,icon,,nl,place-a,,,1,,
1144,Portuguese-Israelite Synagogue,PORTUGUESE-ISRAELITE SYNAGOGUE,sight,4.904891253,52.36749637,9,20,,,portuguese-israelite-synagogue,lp,icon,,nl,place-a,,,1,,
1146,Scheepvaarthuis,SCHEEPVAARTHUIS,sight,4.903925657,52.374394,9,20,,,scheepvaarthuis,lp,icon,,nl,place-a,,,1,,
1147,Joods Historisch Museum,JOODS HISTORISCH MUSEUM,sight,4.903770089,52.36706728,9,20,,,joods-historisch-museum,lp,icon,,nl,place-a,,,1,,
1148,Amsterdams Marionetten Theater,AMSTERDAMS MARIONETTEN THEATER,nightspot,4.903276563,52.37293989,9,20,,,amsterdams-marionetten-theater,lp,icon,,nl,place-a,,,1,,
1149,Mozes en Aaronkerk,MOZES EN AARONKERK,poi,4.903196096,52.36820387,9,20,,,mozes-en-aaronkerk,lp,icon,,nl,place-a,,,1,,
1150,Amstelsluizen,AMSTELSLUIZEN,sight,4.903104901,52.36221598,9,20,,,amstelsluizen,lp,icon,,nl,place-a,,,1,,
1151,Hermitage Amsterdam,HERMITAGE AMSTERDAM,sight,4.90298152,52.36576688,9,20,,,hermitage-amsterdam,lp,icon,,nl,place-a,,,1,,
1152,Klokspijs,KLOKSPIJS,restaurant,4.902777672,52.35695461,9,20,,,klokspijs,lp,icon,,nl,place-a,,,1,,
1153,Cotton Club,COTTON CLUB,nightspot,4.902616739,52.3716675,9,20,,,cotton-club,lp,icon,,nl,place-a,,,1,,
1154,Magere Brug,MAGERE BRUG,sight,4.902426302,52.36357217,9,20,,,magere-brug,lp,icon,,nl,place-a,,,1,,
1155,Schreierstoren,SCHREIERSTOREN,sight,4.902300239,52.37634257,9,20,,,schreierstoren,lp,icon,,nl,place-a,,,1,,
1156,Waterlooplein Flea Market,WATERLOOPLEIN FLEA MARKET,shop,4.901747704,52.36828084,9,20,,,waterlooplein-flea-market,lp,icon,,nl,place-a,,,1,,
1158,St Nicolaaskerk,ST NICOLAASKERK,sight,4.901254177,52.37650304,9,20,,,st-nicolaaskerk,lp,icon,,nl,place-a,,,1,,
1159,Molly Malone's,MOLLY MALONE'S,nightspot,4.901189804,52.37596596,9,20,,,molly-malone's,lp,icon,,nl,place-a,,,1,,
1161,In 't Aepjen,IN 'T AEPJEN,poi,4.901082516,52.37550748,9,20,,,in-'t-aepjen,lp,icon,,nl,place-a,,,1,,
1163,Po Chai Tong,PO CHAI TONG,shop,4.901058376,52.36903582,9,20,,,po-chai-tong,lp,icon,,nl,place-a,,,1,,
1164,De Engel Van Amsterdam,DE ENGEL VAN AMSTERDAM,nightspot,4.900972545,52.37563356,9,20,,,de-engel-van-amsterdam,lp,icon,,nl,place-a,,,1,,
1165,Stopera,STOPERA,sight,4.90095377,52.36716227,9,20,,,stopera,lp,icon,,nl,place-a,,,1,,
1166,Blauwbrug,BLAUWBRUG,sight,4.90095377,52.36635649,9,20,,,blauwbrug,lp,icon,,nl,place-a,,,1,,
1168,Muziektheater,MUZIEKTHEATER,nightspot,4.900921583,52.36734242,9,20,,,muziektheater,lp,icon,,nl,place-a,,,1,,
1170,Knuffels,KNUFFELS,shop,4.900825024,52.37039672,9,20,,,knuffels,lp,icon,,nl,place-a,,,1,,
1171,Henxs,HENXS,shop,4.900736511,52.36977605,9,20,,,henxs,lp,icon,,nl,place-a,,,1,,
1172,Queen's Head,QUEEN'S HEAD,restaurant,4.900588989,52.37559918,9,20,,,queen's-head,lp,icon,,nl,place-a,,,1,,
1173,Riele,RIELE,shop,4.900460243,52.37019201,9,20,,,riele,lp,icon,,nl,place-a,,,1,,
1174,Nam Kee,NAM KEE,restaurant,4.900385141,52.3737652,9,20,,,nam-kee,lp,icon,,nl,place-a,,,1,,
1175,Eat Mode,EAT MODE,restaurant,4.900366366,52.3738831,9,20,,,eat-mode,lp,icon,,nl,place-a,,,1,,
1176,New King,NEW KING,restaurant,4.900363684,52.37355233,9,20,,,new-king,lp,icon,,nl,place-a,,,1,,
1178,Waag,WAAG,sight,4.900352955,52.37270409,9,20,,,waag,lp,icon,,nl,place-a,,,1,,
1180,Lime,LIME,nightspot,4.900074005,52.37378485,9,20,,,lime,lp,icon,,nl,place-a,,,1,,
1181,Guan Yin Shrine,GUAN YIN SHRINE,sight,4.900063276,52.37373737,9,20,,,guan-yin-shrine,lp,icon,,nl,place-a,,,1,,
1182,Seventyfive,SEVENTYFIVE,shop,4.90003109,52.37055557,9,20,,,seventyfive,lp,icon,,nl,place-a,,,1,,
1183,'t Klompenhuisje,'T KLOMPENHUISJE,shop,4.900009632,52.37071933,9,20,,,'t-klompenhuisje,lp,icon,,nl,place-a,,,1,,
1184,Hill Street Blues,HILL STREET BLUES,nightspot,4.8998487,52.37283509,9,20,,,hill-street-blues,lp,icon,,nl,place-a,,,1,,
1185,Zuiderkerk,ZUIDERKERK,sight,4.899741411,52.37024114,9,20,,,zuiderkerk,lp,icon,,nl,place-a,,,1,,
1186,Proeflokaal de Ooievaar,PROEFLOKAAL DE OOIEVAAR,nightspot,4.899730682,52.37637204,9,20,,,proeflokaal-de-ooievaar,lp,icon,,nl,place-a,,,1,,
1187,Joe's Vliegerwinkel,JOE'S VLIEGERWINKEL,poi,4.89947319,52.37086999,9,20,,,joe's-vliegerwinkel,lp,icon,,nl,place-a,,,1,,
1188,Kam Yin,KAM YIN,restaurant,4.899441004,52.37625742,9,20,,,kam-yin,lp,icon,,nl,place-a,,,1,,
1189,De Huyschkaemer,DE HUYSCHKAEMER,nightspot,4.899403453,52.36140355,9,20,,,de-huyschkaemer,lp,icon,,nl,place-a,,,1,,
1190,Museum Amstelkring,MUSEUM AMSTELKRING,sight,4.899285436,52.37496385,9,20,,,museum-amstelkring,lp,icon,,nl,place-a,,,1,,
1191,De Dageraad,DE DAGERAAD,sight,4.899253249,52.34992646,9,20,,,de-dageraad,lp,icon,,nl,place-a,,,1,,
1192,Sarphaat,SARPHAAT,nightspot,4.899188876,52.35433679,9,20,,,sarphaat,lp,icon,,nl,place-a,,,1,,
1193,Erotic Museum,EROTIC MUSEUM,sight,4.899178147,52.37383725,9,20,,,erotic-museum,lp,icon,,nl,place-a,,,1,,
1194,Golden Temple,GOLDEN TEMPLE,sight,4.899172783,52.36130855,9,20,,,golden-temple,lp,icon,,nl,place-a,,,1,,
1195,Kokopelli,KOKOPELLI,shop,4.89915669,52.37610514,9,20,,,kokopelli,lp,icon,,nl,place-a,,,1,,
1196,Oosterling,OOSTERLING,nightspot,4.899044037,52.36113492,9,20,,,oosterling,lp,icon,,nl,place-a,,,1,,
1197,Get Records,GET RECORDS,shop,4.898995757,52.36262546,9,20,,,get-records,lp,icon,,nl,place-a,,,1,,
1198,Museum Willet-Holthuysen,MUSEUM WILLET-HOLTHUYSEN,sight,4.898979664,52.36562931,9,20,,,museum-willet-holthuysen,lp,icon,,nl,place-a,,,1,,
1199,Dantzig,DANTZIG,nightspot,4.898850918,52.36845935,9,20,,,dantzig,lp,icon,,nl,place-a,,,1,,
1200,Look Out,LOOK OUT,shop,4.898850918,52.36283511,9,20,,,look-out,lp,icon,,nl,place-a,,,1,,
1201,Take Thai,TAKE THAI,restaurant,4.898808002,52.36302511,9,20,,,take-thai,lp,icon,,nl,place-a,,,1,,
1202,Segugio,SEGUGIO,restaurant,4.898732901,52.3622946,9,20,,,segugio,lp,icon,,nl,place-a,,,1,,
1203,Tempo Doeloe,TEMPO DOELOE,restaurant,4.898657799,52.36329045,9,20,,,tempo-doeloe,lp,icon,,nl,place-a,,,1,,
1204,Casa Rosso,CASA ROSSO,nightspot,4.898641705,52.37341478,9,20,,,casa-rosso,lp,icon,,nl,place-a,,,1,,
1206,Puccini Bomboni,PUCCINI BOMBONI,shop,4.898529053,52.36823663,9,20,,,puccini-bomboni,lp,icon,,nl,place-a,,,1,,
1207,Concerto,CONCERTO,shop,4.898472726,52.3632495,9,20,,,concerto,lp,icon,,nl,place-a,,,1,,
1208,Twins Backstage,TWINS BACKSTAGE,nightspot,4.898394942,52.36144614,9,20,,,twins-backstage,lp,icon,,nl,place-a,,,1,,
1209,Sluizer,SLUIZER,restaurant,4.898279607,52.36432887,9,20,,,sluizer,lp,icon,,nl,place-a,,,1,,
1210,Nijhof & Lee,NIJHOF & LEE,shop,4.898183048,52.36825136,9,20,,,nijhof-&-lee,lp,icon,,nl,place-a,,,1,,
1211,Oostindisch Huis,OOSTINDISCH HUIS,sight,4.898180366,52.37087982,9,20,,,oostindisch-huis,lp,icon,,nl,place-a,,,1,,
1212,NEL,NEL,nightspot,4.898164272,52.36220123,9,20,,,nel,lp,icon,,nl,place-a,,,1,,
1213,Krua Thai,KRUA THAI,restaurant,4.898078442,52.36810561,9,20,,,krua-thai,lp,icon,,nl,place-a,,,1,,
1214,Blauw aan de Wal,BLAUW AAN DE WAL,restaurant,4.898056984,52.37228487,9,20,,,blauw-aan-de-wal,lp,icon,,nl,place-a,,,1,,
1215,Himalaya,HIMALAYA,shop,4.898035526,52.37536011,9,20,,,himalaya,lp,icon,,nl,place-a,,,1,,
1216,De Beestenwinkel,DE BEESTENWINKEL,shop,4.898014069,52.36826283,9,20,,,de-beestenwinkel,lp,icon,,nl,place-a,,,1,,
1217,Herrie,HERRIE,restaurant,4.897996634,52.36448037,9,20,,,herrie,lp,icon,,nl,place-a,,,1,,
1218,Geels & Co,GEELS & CO,shop,4.897992611,52.37504899,9,20,,,geels-&-co,lp,icon,,nl,place-a,,,1,,
1219,Vivelavie,VIVELAVIE,nightspot,4.897992611,52.36631063,9,20,,,vivelavie,lp,icon,,nl,place-a,,,1,,
1220,De Emaillekeizer,DE EMAILLEKEIZER,shop,4.897992611,52.35601103,9,20,,,de-emaillekeizer,lp,icon,,nl,place-a,,,1,,
1221,RoB,ROB,shop,4.897842407,52.3749573,9,20,,,rob,lp,icon,,nl,place-a,,,1,,
1222,Prostitution Information Centre,PROSTITUTION INFORMATION CENTRE,sight,4.897842407,52.3747346,9,20,,,prostitution-information-centre,lp,icon,,nl,place-a,,,1,,
1223,Typo Gallery,TYPO GALLERY,shop,4.897767305,52.3678796,9,20,,,typo-gallery,lp,icon,,nl,place-a,,,1,,
1224,Museum het Rembrandthuis,MUSEUM HET REMBRANDTHUIS,sight,4.897713661,52.37109271,9,20,,,museum-het-rembrandthuis,lp,icon,,nl,place-a,,,1,,
1225,Baba,BABA,nightspot,4.897643924,52.37505882,9,20,,,baba,lp,icon,,nl,place-a,,,1,,
1226,Lellebel,LELLEBEL,nightspot,4.897370338,52.36553759,9,20,,,lellebel,lp,icon,,nl,place-a,,,1,,
1227,Book Exchange,BOOK EXCHANGE,shop,4.897305965,52.37004463,9,20,,,book-exchange,lp,icon,,nl,place-a,,,1,,
1228,Sexmuseum Amsterdam,SEXMUSEUM AMSTERDAM,sight,4.897284508,52.37651613,9,20,,,sexmuseum-amsterdam,lp,icon,,nl,place-a,,,1,,
1229,Droog Design,DROOG DESIGN,shop,4.897145033,52.36828903,9,20,,,droog-design,lp,icon,,nl,place-a,,,1,,
1230,Antiquariaat Kok,ANTIQUARIAAT KOK,shop,4.897112846,52.37132197,9,20,,,antiquariaat-kok,lp,icon,,nl,place-a,,,1,,
1231,"Hash, Marijuana & Hemp Museum","HASH, MARIJUANA & HEMP MUSEUM",sight,4.897048473,52.37177395,9,20,,,"hash,-marijuana-&-hemp-museum",lp,icon,,nl,place-a,,,1,,
1232,Badcuyp,BADCUYP,nightspot,4.897037744,52.35673837,9,20,,,badcuyp,lp,icon,,nl,place-a,,,1,,
1233,Sterk Staaltje,STERK STAALTJE,restaurant,4.897002876,52.36819732,9,20,,,sterk-staaltje,lp,icon,,nl,place-a,,,1,,
1234,Doelen,DOELEN,nightspot,4.896855354,52.36838074,9,20,,,doelen,lp,icon,,nl,place-a,,,1,,
1235,De Duif,DE DUIF,sight,4.896748066,52.36140519,9,20,,,de-duif,lp,icon,,nl,place-a,,,1,,
1236,Tassenmuseum Hendrikje,TASSENMUSEUM HENDRIKJE,sight,4.896670282,52.36515434,9,20,,,tassenmuseum-hendrikje,lp,icon,,nl,place-a,,,1,,
1237,Mulligans,MULLIGANS,nightspot,4.896651506,52.36688058,9,20,,,mulligans,lp,icon,,nl,place-a,,,1,,
1238,Durty Nelly's,DURTY NELLY'S,restaurant,4.896630049,52.37414511,9,20,,,durty-nelly's,lp,icon,,nl,place-a,,,1,,
1239,Amstelkerk,AMSTELKERK,sight,4.896576405,52.36222253,9,20,,,amstelkerk,lp,icon,,nl,place-a,,,1,,
1240,Beurs van Berlage,BEURS VAN BERLAGE,sight,4.896554947,52.37520619,9,20,,,beurs-van-berlage,lp,icon,,nl,place-a,,,1,,
1241,Winston Kingdom,WINSTON KINGDOM,nightspot,4.896431565,52.37396334,9,20,,,winston-kingdom,lp,icon,,nl,place-a,,,1,,
1243,Herberg Hooghoudt,HERBERG HOOGHOUDT,nightspot,4.896281362,52.36421749,9,20,,,herberg-hooghoudt,lp,icon,,nl,place-a,,,1,,
1244,Escape,ESCAPE,restaurant,4.896233082,52.36640235,9,20,,,escape,lp,icon,,nl,place-a,,,1,,
1245,Uliveto,ULIVETO,restaurant,4.896131158,52.35920207,9,20,,,uliveto,lp,icon,,nl,place-a,,,1,,
1246,Wonderwood,WONDERWOOD,shop,4.89608556,52.37028208,9,20,,,wonderwood,lp,icon,,nl,place-a,,,1,,
1247,De Heeren Van Aemstel,DE HEEREN VAN AEMSTEL,nightspot,4.896082878,52.36548518,9,20,,,de-heeren-van-aemstel,lp,icon,,nl,place-a,,,1,,
1248,De Kleine Komedie,DE KLEINE KOMEDIE,nightspot,4.895997047,52.36690678,9,20,,,de-kleine-komedie,lp,icon,,nl,place-a,,,1,,
1249,Condomerie het Gulden Vlies,CONDOMERIE HET GULDEN VLIES,shop,4.895956814,52.37368988,9,20,,,condomerie-het-gulden-vlies,lp,icon,,nl,place-a,,,1,,
